bom_id,category,material_name,base_quantity,unit,wastage_percent,final_quantity,unit_rate_inr,total_cost_inr,region,season,grade
BOM-0264,Plumbing,UPVC Pipe,26.76,sqft,24.53,33.32,592.41,19739.1,north,normal,Premium
BOM-0265,Carpentry,Adhesive,264.0,kg,21.26,320.13,590.22,188947.13,south,summer,Premium
BOM-0266,Plumbing,CPVC Pipe,273.66,sqft,8.94,298.13,146.78,43759.52,south,normal,Standard
BOM-0267,Carpentry,Adhesive,100.18,kg,20.06,120.28,337.58,40604.12,west,normal,Standard
BOM-0268,Carpentry,Hinges,62.91,sqft,24.26,78.17,276.03,21577.27,west,normal,Standard
BOM-0269,Plumbing,CPVC Pipe,194.09,sqft,18.06,229.14,539.36,123588.95,south,monsoon,Premium
BOM-0270,Plumbing,UPVC Pipe,17.15,sqft,22.68,21.04,109.85,2311.24,west,monsoon,Premium
BOM-0271,Electrical,Wires,67.19,sqft,17.73,79.1,571.57,45211.19,south,normal,Premium
BOM-0272,Electrical,Wires,287.21,sqft,16.21,333.77,732.03,244329.65,west,normal,Premium
BOM-0273,Painting,Putty,26.53,kg,9.02,28.92,418.06,12090.3,north,normal,Standard
BOM-0274,Painting,Emulsion Paint,183.96,sqft,13.31,208.45,657.79,137116.33,west,normal,Premium
BOM-0275,Carpentry,Adhesive,229.4,kg,16.75,267.82,131.32,35170.12,south,normal,Standard
BOM-0276,Carpentry,Hinges,137.63,sqft,10.39,151.93,83.52,12689.19,north,monsoon,Premium
BOM-0277,Carpentry,Edge Band,288.99,sqft,23.34,356.44,739.59,263619.46,west,monsoon,Premium
BOM-0278,Carpentry,Edge Band,230.12,sqft,16.47,268.02,482.66,129362.53,north,normal,Premium
BOM-0279,Carpentry,Plywood,31.56,sqft,14.69,36.2,433.22,15682.56,south,summer,Premium
BOM-0280,Carpentry,Plywood,19.91,sqft,16.41,23.18,798.81,18516.42,west,monsoon,Premium
BOM-0281,Carpentry,Hinges,163.32,sqft,22.4,199.9,410.6,82078.94,north,monsoon,Premium
BOM-0282,Painting,Primer,112.95,sqft,14.81,129.68,530.44,68787.46,south,normal,Premium
BOM-0283,Carpentry,Laminate,118.97,sqft,15.66,137.6,512.88,70572.29,west,monsoon,Standard
BOM-0284,Carpentry,Adhesive,292.65,kg,14.7,335.67,723.61,242894.17,north,monsoon,Premium
BOM-0285,Carpentry,Adhesive,63.72,kg,16.66,74.34,470.07,34945.0,south,summer,Standard
BOM-0286,Electrical,Switches,103.25,sqft,16.05,119.82,433.01,51883.26,west,monsoon,Standard
BOM-0287,Painting,Emulsion Paint,279.75,sqft,13.42,317.29,377.94,119916.58,west,monsoon,Premium
BOM-0288,Plumbing,UPVC Pipe,104.23,sqft,22.08,127.24,497.81,63341.34,west,monsoon,Premium
BOM-0289,Painting,Putty,245.65,kg,14.26,280.68,619.47,173872.84,north,monsoon,Premium
BOM-0290,Electrical,Switches,262.27,sqft,18.7,311.31,553.34,172260.28,north,monsoon,Standard
BOM-0291,Electrical,Switches,20.15,sqft,16.17,23.41,490.84,11490.56,west,monsoon,Premium
BOM-0292,Carpentry,Adhesive,247.39,kg,12.12,277.37,532.41,147674.56,west,summer,Standard
BOM-0293,Carpentry,Plywood,135.11,sqft,15.12,155.54,395.15,61461.63,south,normal,Premium
BOM-0294,Electrical,Switches,219.58,sqft,20.0,263.5,486.07,128079.44,west,normal,Premium
BOM-0295,Plumbing,CPVC Pipe,116.16,sqft,24.26,144.34,435.31,62832.65,west,normal,Premium
BOM-0296,Electrical,Wires,232.74,sqft,20.26,279.89,593.25,166044.74,west,normal,Premium
BOM-0297,Carpentry,Edge Band,287.41,sqft,12.74,324.03,296.71,96142.94,north,normal,Standard
BOM-0298,Electrical,Switches,212.97,sqft,13.39,241.49,339.97,82099.36,west,normal,Premium
BOM-0299,Carpentry,Laminate,174.18,sqft,17.23,204.19,810.35,165465.37,north,normal,Standard
BOM-0300,Carpentry,Hinges,17.41,sqft,24.24,21.63,107.97,2335.39,north,monsoon,Premium
BOM-0301,Electrical,Switches,146.33,sqft,11.44,163.07,503.18,82053.56,west,monsoon,Premium
BOM-0302,Carpentry,Adhesive,37.22,kg,20.6,44.89,245.78,11033.06,south,monsoon,Standard
BOM-0303,Electrical,Wires,73.69,sqft,9.7,80.84,324.05,26196.2,north,summer,Standard
BOM-0304,Carpentry,Plywood,289.53,sqft,24.62,360.81,175.83,63441.22,west,normal,Premium
BOM-0305,Electrical,Wires,63.84,sqft,24.39,79.41,316.2,25109.44,west,summer,Standard
BOM-0306,Electrical,Wires,174.37,sqft,17.1,204.19,661.88,135149.28,south,summer,Premium
BOM-0307,Carpentry,Adhesive,280.51,kg,8.62,304.69,759.13,231299.32,north,summer,Premium
BOM-0308,Carpentry,Plywood,7.73,sqft,17.66,9.1,132.28,1203.75,north,normal,Premium
BOM-0309,Electrical,Wires,165.27,sqft,16.4,192.37,847.16,162968.17,west,normal,Premium
BOM-0310,Carpentry,Edge Band,243.6,sqft,13.62,276.78,668.76,185099.39,west,normal,Standard
BOM-0311,Carpentry,Plywood,222.3,sqft,21.44,269.96,528.29,142617.17,south,summer,Premium
BOM-0312,Painting,Primer,157.01,sqft,9.47,171.88,615.56,105802.45,south,summer,Premium
BOM-0313,Painting,Emulsion Paint,281.07,sqft,8.12,303.89,369.87,112399.79,north,normal,Premium
BOM-0314,Carpentry,Hinges,176.83,sqft,17.74,208.2,264.94,55160.51,north,monsoon,Standard
BOM-0315,Carpentry,Plywood,202.0,sqft,15.91,234.14,177.36,41527.07,west,monsoon,Premium
BOM-0316,Electrical,Switches,39.64,sqft,23.57,48.98,293.73,14386.9,west,summer,Standard
BOM-0317,Carpentry,Adhesive,146.06,kg,15.73,169.04,890.4,150513.22,north,normal,Premium
BOM-0318,Plumbing,CPVC Pipe,241.59,sqft,22.04,294.84,695.2,204972.77,west,monsoon,Standard
BOM-0319,Plumbing,CPVC Pipe,136.79,sqft,19.96,164.09,107.17,17585.53,west,summer,Standard
BOM-0320,Plumbing,CPVC Pipe,271.35,sqft,11.44,302.39,501.53,151657.66,south,normal,Premium
BOM-0321,Carpentry,Laminate,205.69,sqft,20.19,247.22,460.39,113817.62,west,normal,Standard
BOM-0322,Painting,Putty,43.92,kg,15.06,50.53,524.96,26526.23,west,normal,Premium
BOM-0323,Electrical,Switches,11.42,sqft,12.33,12.83,42.59,546.43,south,monsoon,Standard
BOM-0324,Carpentry,Plywood,129.99,sqft,19.91,155.87,505.4,78776.7,south,summer,Premium
BOM-0325,Carpentry,Plywood,89.69,sqft,11.06,99.61,156.47,15585.98,west,monsoon,Premium
BOM-0326,Painting,Emulsion Paint,297.89,sqft,14.5,341.08,787.87,268726.7,north,normal,Standard
BOM-0327,Electrical,Wires,289.42,sqft,22.87,355.61,154.37,54895.52,north,summer,Standard
BOM-0328,Plumbing,CPVC Pipe,120.95,sqft,10.16,133.24,881.7,117477.71,south,summer,Premium
BOM-0329,Painting,Putty,203.68,kg,17.26,238.84,497.46,118813.35,south,summer,Premium
BOM-0330,Painting,Emulsion Paint,50.76,sqft,11.2,56.45,792.68,44746.79,south,summer,Premium
BOM-0331,Plumbing,UPVC Pipe,230.99,sqft,23.02,284.16,53.46,15191.19,south,summer,Standard
BOM-0332,Plumbing,UPVC Pipe,14.91,sqft,18.16,17.62,644.83,11361.9,south,summer,Standard
BOM-0333,Painting,Primer,134.49,sqft,17.18,157.6,688.77,108550.15,south,summer,Premium
BOM-0334,Carpentry,Edge Band,245.66,sqft,20.44,295.87,314.26,92980.11,west,monsoon,Premium
BOM-0335,Carpentry,Edge Band,94.02,sqft,10.44,103.84,607.78,63111.88,south,normal,Premium
BOM-0336,Carpentry,Hinges,22.98,sqft,24.12,28.52,796.55,22717.61,south,monsoon,Premium
BOM-0337,Plumbing,CPVC Pipe,151.21,sqft,24.53,188.3,849.76,160009.81,west,normal,Premium
BOM-0338,Electrical,Switches,127.82,sqft,10.54,141.29,363.76,51395.65,west,normal,Standard
BOM-0339,Carpentry,Edge Band,93.72,sqft,20.03,112.49,732.97,82451.8,south,monsoon,Premium
BOM-0340,Painting,Primer,169.4,sqft,10.28,186.81,248.86,46489.54,south,normal,Standard
BOM-0341,Painting,Putty,254.9,kg,9.57,279.29,663.14,185208.37,south,summer,Premium
BOM-0342,Painting,Primer,203.73,sqft,18.25,240.91,791.31,190634.49,south,monsoon,Standard
BOM-0343,Painting,Putty,66.62,kg,23.42,82.22,300.74,24726.84,south,summer,Standard
BOM-0344,Electrical,Switches,39.61,sqft,24.99,49.51,451.87,22372.08,south,monsoon,Standard
BOM-0345,Painting,Primer,274.96,sqft,17.39,322.78,706.94,228186.09,north,normal,Premium
BOM-0346,Carpentry,Hinges,82.16,sqft,16.72,95.9,467.66,44848.59,south,monsoon,Premium
BOM-0347,Painting,Emulsion Paint,274.73,sqft,14.3,314.02,395.98,124345.64,west,summer,Standard
BOM-0348,Carpentry,Plywood,81.93,sqft,23.89,101.5,538.06,54613.09,north,normal,Standard
BOM-0349,Carpentry,Edge Band,102.31,sqft,14.46,117.1,756.69,88608.4,north,monsoon,Premium
BOM-0350,Carpentry,Hinges,230.19,sqft,16.31,267.73,662.26,177306.87,west,normal,Premium
BOM-0351,Carpentry,Adhesive,221.17,kg,13.99,252.11,160.36,40428.36,west,normal,Standard
BOM-0352,Plumbing,CPVC Pipe,297.15,sqft,24.27,369.27,490.59,181160.17,south,monsoon,Standard
BOM-0353,Carpentry,Plywood,126.66,sqft,22.32,154.93,239.03,37032.92,west,summer,Standard
BOM-0354,Carpentry,Edge Band,154.19,sqft,14.34,176.3,571.34,100727.24,west,monsoon,Premium
BOM-0355,Electrical,Wires,148.92,sqft,8.11,161.0,514.41,82820.01,south,summer,Premium
BOM-0356,Plumbing,CPVC Pipe,293.36,sqft,8.29,317.68,739.32,234867.18,west,normal,Standard
BOM-0357,Carpentry,Laminate,275.82,sqft,16.91,322.46,247.23,79721.79,west,monsoon,Premium
BOM-0358,Painting,Emulsion Paint,83.86,sqft,14.75,96.23,360.82,34721.71,north,normal,Standard
BOM-0359,Electrical,Switches,71.63,sqft,19.63,85.69,769.17,65910.18,west,monsoon,Standard
BOM-0360,Carpentry,Laminate,124.56,sqft,14.41,142.51,449.36,64038.29,west,summer,Standard
BOM-0361,Carpentry,Laminate,152.46,sqft,15.38,175.91,714.56,125698.25,west,summer,Standard
BOM-0362,Carpentry,Edge Band,67.37,sqft,22.76,82.7,803.3,66432.91,north,normal,Standard
BOM-0363,Carpentry,Laminate,206.91,sqft,12.77,233.33,507.01,118300.64,west,summer,Standard
BOM-0364,Painting,Emulsion Paint,9.62,sqft,11.52,10.73,164.0,1759.72,west,normal,Standard
BOM-0365,Carpentry,Hinges,52.92,sqft,12.09,59.32,757.8,44952.7,north,monsoon,Premium
BOM-0366,Painting,Primer,227.9,sqft,10.38,251.56,890.09,223911.04,west,summer,Premium
BOM-0367,Carpentry,Plywood,33.82,sqft,11.95,37.86,105.38,3989.69,west,monsoon,Premium
BOM-0368,Painting,Emulsion Paint,13.74,sqft,12.65,15.48,893.62,13833.24,north,summer,Premium
BOM-0369,Plumbing,CPVC Pipe,282.64,sqft,15.34,326.0,624.54,203600.04,west,normal,Standard
BOM-0370,Plumbing,UPVC Pipe,92.14,sqft,12.19,103.37,103.22,10669.85,north,summer,Premium
BOM-0371,Electrical,Switches,236.25,sqft,10.62,261.34,375.07,98020.79,north,summer,Standard
BOM-0372,Carpentry,Plywood,283.17,sqft,15.56,327.23,694.76,227346.31,south,summer,Standard
BOM-0373,Carpentry,Adhesive,132.14,kg,17.47,155.22,480.7,74614.25,south,summer,Standard
BOM-0374,Painting,Emulsion Paint,168.49,sqft,18.15,199.07,714.62,142259.4,north,summer,Premium
BOM-0375,Painting,Primer,119.4,sqft,9.44,130.67,814.98,106493.44,south,monsoon,Standard
BOM-0376,Electrical,Wires,117.32,sqft,10.36,129.47,298.97,38707.65,north,summer,Standard
BOM-0377,Carpentry,Adhesive,133.23,kg,15.16,153.43,456.44,70031.59,south,normal,Premium
BOM-0378,Carpentry,Edge Band,217.67,sqft,16.43,253.43,570.34,144541.27,north,summer,Standard
BOM-0379,Carpentry,Hinges,7.0,sqft,14.73,8.03,763.79,6133.23,north,normal,Premium
BOM-0380,Painting,Emulsion Paint,132.03,sqft,22.0,161.08,599.89,96630.28,west,summer,Premium
BOM-0381,Painting,Emulsion Paint,182.95,sqft,19.82,219.21,451.95,99071.96,south,normal,Premium
BOM-0382,Carpentry,Hinges,221.79,sqft,18.76,263.4,872.28,229758.55,south,normal,Premium
BOM-0383,Carpentry,Hinges,245.87,sqft,14.68,281.96,137.94,38893.56,west,summer,Standard
BOM-0384,Electrical,Wires,231.45,sqft,8.46,251.03,665.4,167035.36,west,summer,Premium
BOM-0385,Carpentry,Hinges,250.23,sqft,9.18,273.2,769.1,210118.12,north,monsoon,Premium
BOM-0386,Carpentry,Adhesive,191.83,kg,12.11,215.06,606.45,130423.14,west,normal,Premium
BOM-0387,Carpentry,Laminate,137.47,sqft,18.16,162.43,540.73,87830.77,west,monsoon,Premium
BOM-0388,Plumbing,CPVC Pipe,15.85,sqft,24.46,19.73,643.41,12694.48,west,monsoon,Standard
BOM-0389,Carpentry,Laminate,231.84,sqft,19.18,276.31,345.31,95412.61,west,monsoon,Standard
BOM-0390,Plumbing,UPVC Pipe,295.16,sqft,19.52,352.78,383.67,135351.1,north,normal,Standard
BOM-0391,Carpentry,Plywood,34.09,sqft,11.77,38.1,682.29,25995.25,west,monsoon,Standard
BOM-0392,Painting,Putty,115.37,kg,15.87,133.68,624.42,83472.47,west,monsoon,Standard
BOM-0393,Painting,Emulsion Paint,299.32,sqft,16.21,347.84,294.07,102289.31,south,summer,Standard
BOM-0394,Painting,Emulsion Paint,97.01,sqft,15.74,112.28,217.91,24466.93,north,normal,Premium
BOM-0395,Carpentry,Laminate,134.26,sqft,19.84,160.9,314.26,50564.43,north,summer,Standard
BOM-0396,Carpentry,Plywood,255.51,sqft,19.02,304.11,622.34,189259.82,south,monsoon,Standard
BOM-0397,Plumbing,CPVC Pipe,56.46,sqft,10.72,62.51,521.47,32597.09,north,summer,Premium
BOM-0398,Electrical,Wires,59.41,sqft,18.89,70.63,411.64,29074.13,south,monsoon,Standard
BOM-0399,Painting,Putty,179.7,kg,14.61,205.95,646.07,133058.12,south,normal,Standard
BOM-0400,Plumbing,UPVC Pipe,35.02,sqft,22.82,43.01,200.79,8635.98,north,summer,Premium
BOM-0401,Carpentry,Laminate,82.39,sqft,22.66,101.06,493.83,49906.46,west,normal,Premium
BOM-0402,Plumbing,UPVC Pipe,120.8,sqft,9.94,132.81,342.71,45515.32,north,monsoon,Standard
BOM-0403,Electrical,Wires,213.27,sqft,13.06,241.12,568.46,137067.08,south,monsoon,Standard
BOM-0404,Painting,Emulsion Paint,39.77,sqft,13.19,45.02,197.42,8887.85,west,summer,Premium
BOM-0405,Painting,Primer,180.95,sqft,17.77,213.1,403.81,86051.91,north,monsoon,Standard
BOM-0406,Plumbing,CPVC Pipe,54.23,sqft,12.91,61.23,200.9,12301.11,north,monsoon,Standard
BOM-0407,Painting,Emulsion Paint,285.79,sqft,16.24,332.2,207.81,69034.48,north,monsoon,Premium
BOM-0408,Painting,Primer,206.99,sqft,15.07,238.18,762.31,181567.0,north,summer,Standard
BOM-0409,Plumbing,UPVC Pipe,14.1,sqft,20.94,17.05,291.2,4964.96,north,summer,Premium
BOM-0410,Carpentry,Adhesive,235.32,kg,17.62,276.78,704.39,194961.06,north,monsoon,Standard
BOM-0411,Plumbing,UPVC Pipe,38.69,sqft,21.18,46.88,748.02,35067.18,north,monsoon,Standard
BOM-0412,Electrical,Switches,135.2,sqft,11.72,151.05,405.63,61270.41,west,monsoon,Standard
BOM-0413,Carpentry,Hinges,263.07,sqft,8.55,285.56,266.02,75964.67,south,normal,Standard
BOM-0414,Carpentry,Edge Band,66.91,sqft,20.54,80.65,632.65,51023.22,west,monsoon,Premium
BOM-0415,Carpentry,Adhesive,186.76,kg,21.34,226.61,739.64,167609.82,south,monsoon,Premium
BOM-0416,Plumbing,CPVC Pipe,87.92,sqft,17.16,103.01,318.34,32792.2,west,normal,Premium
BOM-0417,Plumbing,UPVC Pipe,83.87,sqft,22.59,102.82,887.52,91254.81,west,summer,Standard
BOM-0418,Painting,Primer,276.04,sqft,24.87,344.69,785.66,270809.15,south,monsoon,Standard
BOM-0419,Carpentry,Edge Band,48.14,sqft,13.48,54.63,252.9,13815.93,west,normal,Premium
BOM-0420,Carpentry,Adhesive,175.34,kg,12.57,197.38,396.23,78207.88,north,summer,Standard
BOM-0421,Painting,Primer,157.11,sqft,12.73,177.11,845.25,149702.23,north,normal,Premium
BOM-0422,Painting,Emulsion Paint,176.68,sqft,22.77,216.91,768.56,166708.35,south,monsoon,Premium
BOM-0423,Electrical,Wires,200.92,sqft,14.09,229.23,94.46,21653.07,west,normal,Standard
BOM-0424,Painting,Primer,248.33,sqft,16.41,289.08,317.66,91829.15,north,normal,Standard
BOM-0425,Plumbing,UPVC Pipe,256.46,sqft,21.4,311.34,808.97,251864.72,south,summer,Standard
BOM-0426,Electrical,Wires,236.25,sqft,15.81,273.6,146.84,40175.42,south,normal,Premium
BOM-0427,Carpentry,Plywood,297.59,sqft,15.27,343.03,896.3,307457.79,south,monsoon,Premium
BOM-0428,Carpentry,Adhesive,262.95,kg,22.9,323.17,120.27,38867.66,north,normal,Standard
BOM-0429,Painting,Emulsion Paint,201.03,sqft,19.03,239.29,84.54,20229.58,west,normal,Standard
BOM-0430,Painting,Primer,198.37,sqft,19.96,237.96,40.93,9739.7,north,summer,Standard
BOM-0431,Plumbing,UPVC Pipe,71.73,sqft,19.56,85.76,47.99,4115.62,west,normal,Standard
BOM-0432,Painting,Primer,209.74,sqft,16.12,243.55,236.89,57694.56,south,monsoon,Standard
BOM-0433,Carpentry,Laminate,97.44,sqft,22.98,119.83,157.93,18924.75,south,monsoon,Standard
BOM-0434,Carpentry,Laminate,161.5,sqft,8.14,174.65,599.02,104618.84,north,normal,Standard
BOM-0435,Electrical,Wires,225.74,sqft,23.64,279.1,569.83,159039.55,north,summer,Standard
BOM-0436,Carpentry,Laminate,46.3,sqft,10.09,50.97,667.81,34038.28,north,normal,Premium
BOM-0437,Carpentry,Adhesive,78.1,kg,18.96,92.91,253.42,23545.25,west,monsoon,Premium
BOM-0438,Electrical,Switches,12.91,sqft,22.4,15.8,793.21,12532.72,south,monsoon,Standard
BOM-0439,Electrical,Switches,120.57,sqft,18.98,143.45,714.07,102433.34,south,normal,Premium
BOM-0440,Carpentry,Laminate,76.12,sqft,18.85,90.47,101.07,9143.8,south,normal,Premium
BOM-0441,Carpentry,Adhesive,119.12,kg,22.26,145.64,401.94,58538.54,west,monsoon,Standard
BOM-0442,Painting,Putty,286.56,kg,21.1,347.02,54.35,18860.54,south,summer,Premium
BOM-0443,Carpentry,Edge Band,16.75,sqft,9.03,18.26,718.79,13125.11,west,normal,Premium
BOM-0444,Painting,Primer,212.03,sqft,9.4,231.96,501.45,116316.34,west,summer,Premium
BOM-0445,Carpentry,Laminate,96.42,sqft,16.69,112.51,214.75,24161.52,south,monsoon,Premium
BOM-0446,Painting,Primer,178.0,sqft,20.97,215.33,598.86,128952.52,west,summer,Premium
BOM-0447,Electrical,Switches,134.06,sqft,24.21,166.52,245.23,40835.7,south,summer,Premium
BOM-0448,Carpentry,Laminate,138.74,sqft,18.35,164.2,305.99,50243.56,west,monsoon,Standard
BOM-0449,Carpentry,Laminate,8.74,sqft,10.33,9.64,49.76,479.69,north,normal,Premium
BOM-0450,Carpentry,Adhesive,114.7,kg,20.75,138.5,791.18,109578.43,west,summer,Standard
BOM-0451,Painting,Emulsion Paint,243.1,sqft,12.62,273.78,94.93,25989.94,west,monsoon,Standard
BOM-0452,Painting,Putty,139.28,kg,14.12,158.95,469.66,74652.46,west,summer,Premium
BOM-0453,Carpentry,Adhesive,80.26,kg,9.75,88.09,533.56,47001.3,west,summer,Standard
BOM-0454,Electrical,Switches,155.1,sqft,8.75,168.67,782.12,131920.18,south,summer,Premium
BOM-0455,Painting,Emulsion Paint,117.98,sqft,10.55,130.43,840.8,109665.54,south,monsoon,Premium
BOM-0456,Carpentry,Edge Band,99.93,sqft,15.08,115.0,659.45,75836.75,north,summer,Premium
BOM-0457,Carpentry,Laminate,153.1,sqft,23.33,188.82,194.24,36676.4,west,summer,Premium
BOM-0458,Carpentry,Laminate,263.71,sqft,22.72,323.62,705.23,228226.53,north,normal,Standard
BOM-0459,Plumbing,CPVC Pipe,139.74,sqft,14.27,159.68,290.77,46430.15,north,monsoon,Standard
BOM-0460,Painting,Putty,113.64,kg,24.52,141.5,898.1,127081.15,south,monsoon,Standard
BOM-0461,Carpentry,Adhesive,6.88,kg,14.97,7.91,240.38,1901.41,north,monsoon,Standard
BOM-0462,Painting,Emulsion Paint,5.43,sqft,19.17,6.47,770.15,4982.87,west,normal,Standard
BOM-0463,Carpentry,Edge Band,161.3,sqft,12.05,180.74,463.14,83707.92,south,summer,Premium
BOM-0464,Carpentry,Laminate,17.95,sqft,11.94,20.09,767.13,15411.64,north,monsoon,Premium
BOM-0465,Painting,Putty,292.49,kg,9.44,320.1,122.2,39116.22,south,monsoon,Premium
BOM-0466,Carpentry,Laminate,179.61,sqft,9.06,195.88,609.7,119428.04,south,summer,Premium
BOM-0467,Carpentry,Hinges,256.02,sqft,23.74,316.8,377.94,119731.39,west,normal,Premium
BOM-0468,Painting,Putty,85.23,kg,9.27,93.13,214.33,19960.55,west,summer,Standard
BOM-0469,Carpentry,Laminate,53.49,sqft,15.92,62.01,389.6,24159.1,west,normal,Standard
BOM-0470,Painting,Putty,95.95,kg,12.51,107.95,143.13,15450.88,south,monsoon,Premium
BOM-0471,Electrical,Switches,210.58,sqft,8.69,228.88,758.9,173697.03,north,summer,Standard
BOM-0472,Electrical,Switches,78.22,sqft,14.05,89.21,481.58,42961.75,west,normal,Premium
BOM-0473,Carpentry,Adhesive,14.17,kg,14.87,16.28,428.89,6982.33,west,monsoon,Standard
BOM-0474,Carpentry,Laminate,141.3,sqft,21.67,171.92,160.22,27545.02,south,summer,Standard
BOM-0475,Carpentry,Adhesive,63.45,kg,14.81,72.85,630.21,45910.8,west,summer,Premium
BOM-0476,Carpentry,Laminate,11.43,sqft,9.1,12.47,816.15,10177.39,north,summer,Standard
BOM-0477,Painting,Emulsion Paint,41.15,sqft,24.02,51.03,83.55,4263.56,west,normal,Premium
BOM-0478,Painting,Putty,13.7,kg,19.61,16.39,188.61,3091.32,south,summer,Premium
BOM-0479,Carpentry,Hinges,136.57,sqft,10.53,150.95,568.13,85759.22,west,summer,Premium
BOM-0480,Painting,Putty,126.54,kg,17.36,148.51,92.44,13728.26,north,normal,Standard
BOM-0481,Painting,Primer,63.84,sqft,23.04,78.55,492.2,38662.31,west,monsoon,Standard
BOM-0482,Painting,Primer,235.67,sqft,14.1,268.9,508.29,136679.18,north,normal,Premium
BOM-0483,Painting,Primer,84.78,sqft,8.44,91.94,553.52,50890.63,south,normal,Standard
BOM-0484,Painting,Putty,161.18,kg,21.04,195.09,899.66,175514.67,south,summer,Standard
BOM-0485,Electrical,Wires,76.14,sqft,17.07,89.14,720.46,64221.8,west,summer,Standard
BOM-0486,Plumbing,UPVC Pipe,254.72,sqft,21.56,309.64,345.13,106866.05,south,summer,Standard
BOM-0487,Plumbing,UPVC Pipe,98.81,sqft,20.55,119.12,348.55,41519.28,west,summer,Premium
BOM-0488,Plumbing,UPVC Pipe,171.26,sqft,17.57,201.35,201.88,40648.54,north,monsoon,Premium
BOM-0489,Carpentry,Adhesive,149.68,kg,9.53,163.94,240.06,39355.44,south,summer,Premium
BOM-0490,Carpentry,Plywood,102.86,sqft,18.44,121.83,733.54,89367.18,north,monsoon,Standard
BOM-0491,Painting,Emulsion Paint,22.57,sqft,10.51,24.94,646.04,16112.24,south,summer,Premium
BOM-0492,Carpentry,Laminate,115.21,sqft,24.01,142.87,380.21,54320.6,south,normal,Premium
BOM-0493,Painting,Emulsion Paint,45.25,sqft,10.68,50.08,855.88,42862.47,west,normal,Premium
BOM-0494,Carpentry,Adhesive,213.62,kg,17.55,251.11,805.06,202158.62,west,normal,Standard
BOM-0495,Electrical,Wires,178.74,sqft,10.98,198.37,303.87,60278.69,west,normal,Standard
BOM-0496,Carpentry,Adhesive,220.01,kg,24.13,273.1,855.88,233740.83,north,monsoon,Standard
BOM-0497,Carpentry,Adhesive,182.7,kg,23.66,225.93,872.08,197029.03,south,monsoon,Standard
BOM-0498,Painting,Putty,46.49,kg,20.67,56.1,244.68,13726.55,north,summer,Standard
BOM-0499,Electrical,Switches,202.66,sqft,20.4,244.0,328.74,80212.56,south,normal,Standard
BOM-0500,Carpentry,Edge Band,209.49,sqft,13.96,238.73,716.84,171131.21,west,summer,Standard
BOM-0501,Painting,Primer,134.27,sqft,15.13,154.59,183.05,28297.7,north,normal,Premium
BOM-0502,Painting,Emulsion Paint,166.08,sqft,9.72,182.22,452.36,82429.04,west,monsoon,Standard
BOM-0503,Carpentry,Adhesive,138.13,kg,21.59,167.95,68.73,11543.2,south,normal,Premium
BOM-0504,Carpentry,Laminate,26.89,sqft,10.89,29.82,362.89,10821.38,west,summer,Standard
BOM-0505,Painting,Emulsion Paint,180.24,sqft,18.43,213.46,455.15,97156.32,south,normal,Standard
BOM-0506,Plumbing,UPVC Pipe,267.48,sqft,10.67,296.02,127.08,37618.22,south,summer,Premium
BOM-0507,Electrical,Switches,168.46,sqft,23.73,208.44,504.51,105160.06,west,normal,Premium
BOM-0508,Carpentry,Edge Band,33.3,sqft,14.68,38.19,512.71,19580.39,north,summer,Standard
BOM-0509,Painting,Emulsion Paint,6.13,sqft,9.49,6.71,748.55,5022.77,west,monsoon,Premium
BOM-0510,Carpentry,Edge Band,33.61,sqft,11.52,37.48,588.84,22069.72,south,normal,Standard
BOM-0511,Carpentry,Hinges,236.54,sqft,16.01,274.41,809.59,222159.59,north,summer,Premium
BOM-0512,Carpentry,Adhesive,114.45,kg,14.48,131.02,200.46,26264.27,south,normal,Premium
BOM-0513,Painting,Putty,82.7,kg,22.23,101.08,525.25,53092.27,south,monsoon,Standard
BOM-0514,Carpentry,Laminate,202.1,sqft,21.74,246.04,396.03,97439.22,west,summer,Standard
BOM-0515,Painting,Primer,246.43,sqft,15.12,283.69,500.54,141998.19,north,monsoon,Standard
BOM-0516,Painting,Putty,93.16,kg,14.71,106.86,774.39,82751.32,south,monsoon,Standard
BOM-0517,Carpentry,Laminate,285.03,sqft,15.63,329.58,856.19,282183.1,south,summer,Standard
BOM-0518,Carpentry,Adhesive,17.59,kg,9.33,19.23,627.49,12066.63,south,monsoon,Standard
BOM-0519,Plumbing,UPVC Pipe,81.08,sqft,23.48,100.12,826.19,82718.14,south,summer,Premium
BOM-0520,Plumbing,CPVC Pipe,122.22,sqft,13.54,138.77,277.53,38512.84,north,summer,Premium
BOM-0521,Carpentry,Laminate,127.26,sqft,10.52,140.65,545.62,76741.45,south,summer,Standard
BOM-0522,Carpentry,Hinges,260.91,sqft,22.96,320.81,794.99,255040.74,north,normal,Premium
BOM-0523,Plumbing,UPVC Pipe,184.64,sqft,8.64,200.59,276.86,55535.35,south,monsoon,Premium
BOM-0524,Carpentry,Plywood,121.76,sqft,22.94,149.69,633.84,94879.51,south,monsoon,Premium
BOM-0525,Carpentry,Hinges,269.62,sqft,8.34,292.11,742.95,217023.12,north,normal,Premium
BOM-0526,Painting,Putty,258.18,kg,19.64,308.89,876.35,270695.75,south,summer,Premium
BOM-0527,Electrical,Switches,135.72,sqft,22.04,165.63,271.7,45001.67,north,monsoon,Standard
